id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
61598,166575,Doki-doki Pretty League Lovely Star,NULL,2000-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61054,37514,Dokodemo Hamster,NULL,2000-02-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
38341,125565,Dokodemo Hamster 2,NULL,2000-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150398,146342,Donald Duck: Goin' Quackers,NULL,2000-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159848,10610,Donald Duck: Goin' Quackers,NULL,2000-11-14 00:00:00.000,3,NULL,NULL,NULL,75.8281,20
184944,360,Donald Duck: Goin' Quackers,NULL,2000-11-09 00:00:00.000,7,NULL,62.0000,1,75.4752,22
94060,152752,Donkey Kong Country,"On a dark and stormy night in Donkey Kong Island, Diddy Kong, Donkey Kong's nephew has taken the weighty responsibility of guarding DK's precious banana hoard for one night, as a part of his ""hero training"". DK entrusts Diddy with protecting the hoard until midnight, when he would be relieved, while DK himself goes to sleep as he is tired.

Everything seems to go smoothly in the hoard until Diddy hears some noises. Diddy hears some voices outside and gets scared, asking who's there. King K. Rool, who had commanded his Kremling minions to steal the bananas. Two ropes drop from above and suddenly two Kritters appear. Diddy cartwheels them both easily, but then a Krusha (Klump in the instruction booklet) comes in as backup. As Diddy is not strong enough to defeat Krusha by himself, he is overpowered and defeated by the Kremling. The lizars seal Diddy inside a barrel and then throw it in the bushes.
Donkey's grandfather, Cranky Kong, rushes inside the treehouse to tell Donkey Kong to wake up so he may tell him what happened. He then tells Donkey to check his Banana Cave. Donkey Kong is infuriated, exclaiming that the Kremlings will pay for stealing his banana hoard and kidnapping his little buddy. Donkey goes on to say that he will hunt every corner of the island for his bananas back.",2000-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155420,50039,Donkey Kong GB: Dinky Kong & Dixie Kong,NULL,2000-02-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
11613,3474,Doraemon 3: Nobita no Machi SOS!,NULL,2000-07-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179509,76859,Doraemon no Quiz Boy,NULL,2000-04-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77777,166146,Dotsubo-chan,NULL,2000-09-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76530,9189,Draconus: Cult of the Wyrm,NULL,2000-06-22 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
195222,9092,Dracula 2: The Last Sanctuary,NULL,2000-09-25 00:00:00.000,4,NULL,NULL,NULL,23.7874,8
194892,9091,Dracula: Resurrection,NULL,2000-06-07 00:00:00.000,6,NULL,NULL,NULL,51.0475,15
187176,50432,Dracula: The Last Sanctuary,NULL,2000-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183560,39659,Dragon Blaze,NULL,2000-02-01 00:00:00.000,2,NULL,76.0000,1,78.0266,5
7268,44950,Dragon Tales: Dragon Seek,"Like the television show, Dragon Tales: Dragon Seek teaches kids to understand their fears and to look forward to learning from new experiences, even when things do not turn out exactly as planned. Emmy, Max, and many of their dragon friends are featured throughout the game.",2000-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195359,205600,Dragon Warrior III,"The game starts in the castle town of Aliahan. This castle is set in a medieval time period, complete with knights and magicians. The party explores several caves, ruins, and castles during the adventure. The geography of Dragon Quest III largely corresponds to the actual geography of Earth, and many towns correspond to their real-world cultures, including ""Romaly"" for Rome, ""Portoga"" for Portugal, ""Assaram"" near present-day Iraq, ""Jipang"" for Japan and even a ""New Town"" in eastern North America that experiences a revolution against an overbearing ruler.",2000-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193306,1818,Dragon Warrior VII,"The game follows the Hero and his friends as they discover secrets about the mysterious islands surrounding their isolated home of Estard, the only land mass in the entire world. Through some ancient ruins, they are transported to the pasts of various islands that used to exist and must defeat evil in each new location.",2000-08-26 00:00:00.000,NULL,NULL,NULL,NULL,80.7198,11
96749,22032,Driver,NULL,2000-10-11 00:00:00.000,NULL,NULL,80.0000,0,NULL,NULL
187187,6391,Driver 2: Back on the Streets,"Driver 2's story takes place across four different cities: Chicago, Havana, Las Vegas and Rio de Janeiro. Tanner and his partner, Tobias Jones, are working together to capture a moneyman who has double crossed a crime lord. The moneyman is known as 'Pink Lenny' throughout the story, and he is portrayed as a weasel in the opening cutscene. Pink Lenny has double crossed Solomon Caine, and is now working for his enemy, a Brazilian known as Alvaro Vasquez. Tanner must find and capture Pink Lenny, as Solomon Caine wants to kill him for double crossing him. Lenny has also been responsible for causing a large gang war in Chicago through his actions.

The elusive Avaro Vasquez, head of the tattooed Brazilian mob operating out of Rio, is turning his business interests to mainland USA. Violence threatens to ignite America when a U.S. crimelord`s money-man cuts a deal with Vasquez - his greatest rival.",2000-11-13 00:00:00.000,27,NULL,50.0000,1,72.2723,69
172455,44693,Driving Emotion Type-S,NULL,2000-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75837,37520,D's Garage21 Kōbo Game: Tane o maku tori,NULL,2000-01-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74351,3336,Duck Dodgers Starring Daffy Duck,NULL,2000-09-16 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
6037,8504,Duke Nukem: Land of the Babes,NULL,2000-09-19 00:00:00.000,3,NULL,NULL,NULL,49.3116,5
136510,144950,Dukes of Hazzard: Racing for Home,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20394,124912,Dune - Keep The Secret,NULL,2000-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
43519,78870,Dungeon Savior,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55385,124684,Dunkle Schatten 3 - Tod in der Südkurve,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
174644,43999,Dynamite Slugger,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184045,2983,Dynasty Warriors 2,"From this game onward, the player chooses a playable character general, and plays through a number of levels representing particular conflicts in the time of the three kingdoms, eventually defeating both of the other kingdoms and becoming the ruler of a unified China. However this game is not a one-on-one fighting game like the original Dynasty Warriors, but a beat 'em up hack and slash fighting game in full 3D, similar in genre to Fighting Force. Unlike previous games in the beat 'em up genre, Dynasty Warriors 2 allowed players the freedom to roam to any point within the limits of the current stage being played.",2000-08-03 00:00:00.000,5,NULL,66.0000,3,75.2340,17
26261,214455,EA Classics: Syndicate Wars & Dark Omen,NULL,2000-03-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76666,44948,Eagle One: Harrier Attack,NULL,2000-01-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
179174,8932,Earth 2150,NULL,2000-05-22 00:00:00.000,1,NULL,80.0000,1,79.9629,6
154755,8933,Earth 2150: The Moon Project,NULL,2000-05-22 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
160693,9188,Ecco the Dolphin: Defender of the Future,"In the past an aggressive alien race called The Foe had engaged in armed conflict with the inhabitants of Earth. Back then, they were defeated by the combined force of humans and dolphins working together to repel the invasion. Now, a new war is raging between the two. The Foe have a new objective this time, the destruction of the Guardian, a giant crystal that is the nucleus of the Earth's defence system. The Guardian protects the planet from exterior attacks via a powerful forcefield. However, the Foe somehow find a way to penetrate the barrier and destroy half the Guardian with it. One of the Guardian's shards makes contact with Ecco and informs him that only he can save the planet from destruction.",2000-06-16 00:00:00.000,2,NULL,74.0000,2,72.1685,8
121872,72029,ECW Anarchy Rulz,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129411,200887,ECW Hardcore Revolution,NULL,2000-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64692,3483,ECW Hardcore Revolution,NULL,2000-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19872,52967,Egypt 2: The Heliopolis Prophecy,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
146918,200451,Eikan wa Kimi Ni 4,NULL,2000-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133214,166161,Élan Plus,"A plan to migrate humanity to the planet ""Elan"" is created, the Elan Project.
In order to select suitable people to join the project many boys and girls with great mental ability are gathered in the research city Alpha.
The protagonist is one of the best candidates, and while acquiring training they interact with the other candidates.

While conversing with the other candidates there aren't just the usual conversation options. It is also possible to choose Happy/Normal/Sad/Mad emotional type responses.",2000-05-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61421,9103,Elasto Mania,NULL,2000-02-01 00:00:00.000,10,NULL,NULL,NULL,91.6955,30
67882,166660,Elder Gate,NULL,2000-06-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76556,5553,Eldorado Gate Volume 1,NULL,2000-10-10 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
117806,5554,Eldorado Gate Volume 2,NULL,2000-12-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
80326,50017,Elevator Action EX,NULL,2000-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45344,210099,End of the World,NULL,2000-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
8840,679,Enemy Engaged,NULL,2000-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
52871,20374,Enemy Engaged: Comanche vs Hokum,NULL,2000-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81956,69858,Enemy Engaged: RAH-66 Comanche vs. Ka-52 Hokum,NULL,2000-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
150626,63,Escape from Monkey Island,NULL,2000-11-01 00:00:00.000,26,NULL,90.0000,1,76.2762,116
33961,71419,ESPN International Track & Field,NULL,2000-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21572,93462,ESPN MLS GameNight,NULL,2000-11-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129086,78678,ESPN NBA 2Night,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
162949,43373,ESPN Winter X Games Snowboarding,NULL,2000-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163186,10905,Eternal Ring,NULL,2000-03-04 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
134469,2022,Europa Universalis,NULL,2000-03-14 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
127712,24092,Europa Universalis: Crown of the North,NULL,2000-12-31 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
66334,44729,EVE ZERO,NULL,2000-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117864,10904,Evergrace,NULL,2000-04-27 00:00:00.000,3,NULL,NULL,NULL,53.2340,5
130010,47078,Evil Dead: Hail to the King,NULL,2000-12-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
184489,19123,Evil Islands,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,67.9836,7
35770,13156,Evil Islands: Curse of the Lost Soul,NULL,2000-10-20 00:00:00.000,NULL,NULL,80.0000,1,78.9869,10
65618,45858,Evolution 2: Far Off Promise,NULL,2000-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66372,43990,Evolution: Eternal Dungeons,NULL,2000-02-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43912,10911,Evolva,NULL,2000-06-01 00:00:00.000,2,NULL,90.0000,1,79.9900,5
161387,3337,Excitebike 64,NULL,2000-04-30 00:00:00.000,2,NULL,NULL,NULL,73.5058,14
173035,45306,Extreme Go-Kart Racing,NULL,2000-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122328,49932,Extreme Sports with the Berenstain Bears,NULL,2000-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
97964,92487,EZ2Dancer,NULL,2000-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163474,52992,F/A-18E Super Hornet,NULL,2000-02-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176163,45305,F1 2000,NULL,2000-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168579,690,F1 Championship Season 2000,NULL,2000-12-06 00:00:00.000,NULL,NULL,NULL,NULL,78.9821,8
80611,46448,F1 Manager,NULL,2000-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188966,3495,F1 Racing Championship,NULL,2000-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77044,49931,F-18 Thunder Strike,NULL,2000-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106934,60108,Fail-Safe,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25823,198148,Falcon Bartender,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115481,131184,Family Game Pack,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151398,10392,FantaVision,NULL,2000-03-09 00:00:00.000,NULL,NULL,52.0000,1,NULL,NULL
15514,61965,Farland Odyssey II: Kun ni Okuru Serenade,NULL,2000-09-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93209,8912,Fast Food Tycoon,"In Fast Food Tycoon, the player is able to take part in many of the standard activities that are involved with running a successful pizza chain, including designing layout, deciding prices, and developing new pizzas. The player can also take part in illicit activities, such as looting and robbing other pizza locations.",2000-11-20 00:00:00.000,NULL,NULL,NULL,NULL,89.3969,5
66452,75460,Fatal Fury First Contact (Best Collection),NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185193,8600,Fear Effect,"Set around the year 2050. When Wee Ming, the daughter of a powerful Hong Kong Triad boss disappears, a trio of mercenaries search for her in the city. They have not been hired to find her, but they intend to kidnap the girl before her father's men locate her and hold her for ransom. Wee Ming has vanished into the fictional Shan Xi protectorate; Hana Tsu-Vachel, the lead character and femme fatale of the group, used to work in a brothel somewhere in that region.

Hana arrives in Hong Kong accompanied by her partners, Royce Glas and Jacob ""Deke"" DeCourt. What begins as a simple snatch and grab turns into a fiasco: The father of the runaway, Mr. Lam, attributes his fortune and power to a pact he made with demons long ago. Wee Ming, who is a paper doll given life, has been scheduled to serve as a sacrifice to Yim Lau Wong, the mythical ""King of Hell"". Hana's contact inside Mr. Lam's organization, Jin, is discovered, tortured, and left to die with a bomb strapped to his chest. Hana frees him, but he is killed shortly after. Meanwhile, Glas is attacked by a VTOL jet and forced to flee into Mr. Lam's building. After avenging Jin, Hana is captured and beaten by Mr. Lam and his thugs. Glas is able to rescue Hana, and the duo make their escape where they meet Deke in front of the hotel they are staying at. While listening to Jin's last message for Hana, the trio are forced off a bridge but are able to swim to a junk. While sailing down a river, Deke spots Wee Ming amongst a burning village. Deke and Glas give chase while Hana gets dressed, but all three are separated by the undead villagers.

They stumble upon a military train where the hostile soldiers shoot anyone on sight for fear of the villagers. Hana and Deke wreck the train trying to steal it, but Glas is able to find a jeep with Wee Ming sitting inside. She asks to be taken to a Madam Chen's restaurant, which doubles as a brothel, hoping to find answers about her existence. When Glas is caught sneaking in the brothel, Mr. Lam surprises him, cutting off his left arm. At the same time, Deke is murdered while trying to infiltrate the brothel from upstairs. Hana sneaks in by dressing up like one of the prostitutes, where she runs into Wee Ming again after she had been dragged off by Madam Chen, who is working for Mr. Lam. Wee Ming's powers activate, after being splashed with Deke's blood, transforming the working girls and Madam Chen's thugs into demons.

The one-armed Glas reawakens in a meat locker, surprised to find he is still alive; he surmises that Mr. Lam must be planning a slow death for him. Wee Ming arrives and tries her best to aid him. When Hana storms in to confront her former boss, Madam Chen, she learns that Chen is actually a demon in disguise. In the ensuing fight, Chen and her minions are killed, but Mr. Lam disappears with his daughter into a portal to Hell. Determined to save Wee Ming from whatever fate Mr. Lam has in store for her, Hana follows them into the portal, with Glas reawakening, and frees himself to give chase.

In a surreal journey through Hell, Hana meets the Black and White Guards of Impermanence who give her cryptic messages about her fate. Glas encounters the reanimated corpse of Deke, who is being tortured for the many murders he has committed. Deke takes on a grotesque demonic form and attacks Glas. After he is victorious, Glas promises to avenge Deke. Meanwhile, Hana confronts Yim Lau Wong, who explains that Hell has become overburdened with the souls of the guilty. Once Wee Ming is returned to the netherworld, Yim Lau Wong will be able to expand the reaches of Hell and consume Earth. Hana was chosen to look after Wee Ming because Yim Lau Wong desired someone ""ruthless"" to be her guardian.

Glas reappears and tries to kill Wee Ming, believing her to be the root of the chaos. During the tense standoff between Hana and Glas, the player is given a choice over which of them should die. This decision will determine the final boss as well as the subsequent ending. On the ""Hard"" difficulty setting, a third option will become available: spare the lives of both Glas and Hana. In this ending, the pair emerge from the smoldering wreckage of the brothel, where they find a befuddled Deke sitting on a toilet. Deke has no memory of being killed, believing he has taken a bump to the head, and asks how they made out on the ""deal"". As he hoists himself out of the pit, Glas is stunned to realize that his left arm has been completely restored. The three partners walk off into the sunrise to continue their exploits.",2000-02-24 00:00:00.000,3,NULL,NULL,NULL,75.9388,24
168440,37463,Fever Sankyo Koushiki Pachinko Simulation for WonderSwan,NULL,2000-01-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29451,122535,Field & Stream - Trophy Hunting 4,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
143787,698,FIFA 2001: Major League Soccer,NULL,2000-11-08 00:00:00.000,8,NULL,NULL,NULL,76.2768,51
121173,10683,Fighter Destiny 2,NULL,2000-07-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145187,44627,Fighting Fury,NULL,2000-10-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175128,64826,Fighting Mania: Fist of the North Star,NULL,2000-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
91915,121688,Final Fantasy,"And so their journey began. The four Warriors of Light felt overwhelmed by the great task destiny had placed upon them. They did not know the true significance of the four crystals they held in their hands... The crystal that once, long ago, shone with a light so brilliant. The time for their journey had come. The time to cast off the veil of darkness and bring the world once more into the light...",2000-12-09 00:00:00.000,2,NULL,NULL,NULL,79.3033,21
173119,421,Final Fantasy IX,"Taking place on planet Gaia, the story follows a thief named Zidane Tribal, a member of a thief troupe who is tasked to kidnap the princess of Alexandria, Garnet Til Alexandros XVII. He teams up with her and a team of allies to stop Queen Brahne and her ally Kuja from waging a war with an army of black mages.",2000-07-07 00:00:00.000,248,NULL,84.1667,8,87.6711,618
194736,185719,Final Lap 2000,NULL,2000-03-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
99250,37511,Fire Pro Wrestling for WonderSwan,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43130,119209,Fish Life,NULL,2000-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65207,37510,Fishing Freaks: BassRise for WonderSwan,NULL,2000-03-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133788,208380,Fix and Foxi: Episode 1 - Lupo,NULL,2000-09-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118399,37547,Flash Koibito-Kun,NULL,2000-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49440,196790,Fleabag vs. Mutt,NULL,2000-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46541,24119,Flying Heroes,NULL,2000-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64201,204232,Formula One 2000,NULL,2000-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123523,8298,Formula One 2000,NULL,2000-10-06 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
42501,50296,Freddi Fish's One Stop Fun Shop,NULL,2000-08-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83082,1862,Freedom: First Resistance,NULL,2000-12-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
176600,51180,Freefall 3050 A.D.,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
79937,44940,Freestyle Motocross: McGrath vs. Pastrana,NULL,2000-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178582,203243,Frogger,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76729,111559,Frogger 2,NULL,2000-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10877,11466,Frogger 2: Swampy's Revenge,NULL,2000-08-23 00:00:00.000,NULL,NULL,NULL,NULL,79.9004,5
164763,75737,From TV Animation One Piece: Mezase Kaizoku-ou!,NULL,2000-07-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
50043,40130,Funny Bubble,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130830,14700,Fur Fighters,NULL,2000-06-23 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
126342,67376,Fushigi no Dungeon: Fuurai no Shiren 2 - Oni Shuurai! Shiren Jou!,NULL,2000-09-27 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
64681,43741,Fussball Live,NULL,2000-01-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159876,209417,Fussball Manager Bundesliga 2001,NULL,2000-09-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185619,217959,Fútbol Club Barcelona,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81230,55170,G1 Jockey 2,NULL,2000-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2608,55171,G1 Jockey 2000,NULL,2000-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26519,59153,Gaia Master,NULL,2000-04-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140214,191873,Gakuen Hyouryuu Senki Dai 2 Wa,The hero arrives on a mysterious island with two girls. They start exploring the island.,2000-04-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67636,12895,Galaga: Destination Earth,NULL,2000-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101615,85923,Galatea,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63412,75468,Gals Fighters,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58964,40145,Gals Panic S2,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76807,61395,Gambling Apocalypse Kaiji,NULL,2000-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107502,50053,Ganbare Goemon: Hoshizorashi Dynamites Arawaru!!,NULL,2000-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
52994,43970,Ganbare Neo Poke-Kun,NULL,2000-06-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29220,3927,Gauntlet Dark Legacy,NULL,2000-12-31 00:00:00.000,1,NULL,65.5000,2,67.7479,12
76711,4128,Gekido,"In a time where there is great corruption and terror, a young girl named Angela has been kidnapped. Rumor has it that Kintaro has made a deal with the devil. Angela's parents hire Travis, a private detective, to investigate the crime boss Kintaro and retrieve Angela. Knowing that the mission to rescue Angela will not be easy, he is aided by three sidekicks, Michelle, Ushi, and Tetsuo.",2000-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68286,44761,Gekitotsu Toma L'Arc: Tomarunner Vs L'Arc En Ciel,NULL,2000-08-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
25657,127265,Genesis,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
53934,83196,Genesys,"Genesys is an educational video game that allows the player to discover the key stages of the evolution of various human societies around the world. The player has to solve puzzles, talk to people who had an important impact to history, explore artifacts and have a look at the historical database. Most of the game has screens similar to an encyclopedia and parts of it are an interactive experience. Through actions items are gathered stored in an inventory that can be used to solve puzzles. Jeanne Moreau guides the player through the game. 
 
Genesys is an educational game where you explore the technological advancement of mankind from the stone age to today.",2000-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
22391,1455,Genso Suikogaiden Volume 1: Swordsman of Harmonia,NULL,2000-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74405,44733,Gensō Suikogaiden: Swordsman of Harmonia,NULL,2000-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84666,138960,Gensou no Artemis: Actress School Mystery Adventure,"The game takes place in Ikoma Aku Torres Actress School, where different girls go to grow their perfomance abilities. One night, when a performing is taking place, the owner of the school jump off a roof to the death. The police thinks that is just a suicide, but the motive is still a mystery, so the people on charge of the school decide to hire a private detective to investigate.",2000-01-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49206,67082,Get!! Colonies,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132905,49929,Gex 3: Deep Pocket Gecko,"While watching television, Gex discovers that his partner and lover, Agent Xtra, now the head of the ""TV Terrorist Defense Unit"", has been reported missing. Xtra herself manages to contact Gex and inform him that Rez has returned once again and kidnapped her to get to him.",2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11231,14392,Ghoul Panic,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49190,45827,Giant Gram 2000: All Japan Pro Wrestling 3,NULL,2000-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
43794,34,Giants: Citizen Kabuto,NULL,2000-12-06 00:00:00.000,16,NULL,NULL,NULL,82.8355,27
118495,95440,Gift,NULL,2000-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
116083,102076,Gift,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118824,137033,Globetrotter,NULL,2000-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
82884,193370,Globox 2001,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68267,37529,Glocal Hexcite,NULL,2000-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10657,60885,Go Go Golf,NULL,2000-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67275,49928,Gobs of Games,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13381,166562,Gochachiru,NULL,2000-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
